Feature	Description	Normal_1	Normal_2	Normal_3	Normal_4	Normal_5	Normal_6	Normal_7	Normal_8	Barrett's Esophagus_1	Barrett's Esophagus_2	Barrett's Esophagus_3	Barrett's Esophagus_4	Barrett's Esophagus_5	Barrett's Esophagus_6	Barrett's Esophagus_7	Barrett's Esophagus_8	EAC_1	EAC_2	EAC_3	EAC_4	EAC_5	EAC_6	EAC_7	EAC_8
CSNK2A1	NA	6.694933354	6.500632538	5.824507488	5.6888845	6.027059355	6.386870507	6.456696825	6.302185411	6.405122821	6.333280474	6.213045477	6.104851863	6.232000253	6.279764732	6.340312437	6.342366845	6.634525301	6.331821419	6.349578269	6.216006396	6.070605724	6.123681642	6.256557636	6.421645757
CSNK2A2	NA	5.706777984	5.791793352	6.115008733	5.928258471	5.794841206	6.337356564	5.749074464	7.249783481	5.788736181	5.902360072	5.518656991	6.003887067	5.942799375	5.675383	5.794536838	5.863631176	5.825409963	6.012247086	6.008075813	5.777342678	6.09650001	6.464899782	5.579729826	5.583120298
CSNK2B	NA	8.418366837	8.406552091	8.730043953	8.989282145	8.597389733	8.35057174	8.392445962	8.031645375	8.078564191	7.910957383	8.353826844	8.506010902	8.34685554	8.778834117	8.20611966	8.299410246	8.38475834	8.116655922	8.475641764	8.94398917	8.675341584	8.24317731	8.168174577	8.594802171
CSPG4	NA	2.734767922	3.263986269	4.683469028	4.12943139	5.294427273	3.00317658	2.623669906	6.43066167	4.789189551	5.4104742	2.958006683	5.596416296	5.205026959	3.169155676	4.564185405	4.125508435	4.860506592	4.384445773	3.946339942	4.406847874	5.086271231	5.860013067	4.918347914	3.103751458
CSPG5	NA	3.304849793	3.326044268	3.408444605	4.244939773	3.80971979	3.418135009	3.73189949	3.489968198	3.163655794	3.527462251	3.122452246	3.356162083	3.30573818	3.666348082	3.367087701	3.161336477	3.603729896	3.685949008	2.82457514	3.531738077	3.310796026	3.618097672	3.266690889	3.201165852
CSPP1	NA	5.230516886	4.98675861	4.222093998	3.824472363	4.616023534	4.824449886	4.62436691	4.546372659	4.702636043	4.524694225	5.066095808	4.130504893	4.674017045	4.945145682	4.932794962	4.566880829	4.888148578	4.400659474	5.318273277	4.903458039	4.340043625	3.693213739	5.144545356	4.630628423
CSRNP2	NA	5.840350917	5.661570626	5.498806227	5.670225691	5.352331955	5.767070214	6.041682263	5.777342678	5.438513997	5.871272362	5.515845179	5.303304908	5.609838028	5.525851266	5.67057034	5.59805152	5.366910158	5.790877182	5.571012697	5.18402822	5.734634938	5.769882276	5.641552398	5.705447754
CSRNP3	NA	3.122364924	3.478158423	2.332143895	3.010620886	2.564949357	2.708050201	2.282382386	3.841600541	1.648658626	3.523415014	2.4765384	2.433613355	3.258096538	2.292534757	2.433613355	2.104134154	3.044522438	2.809402695	2.602689685	2.501435952	2.624668592	2.714694744	4.231203745	2.174751721
CSRP1	NA	7.658935491	7.820439515	8.88933589	8.437738644	9.047480208	8.139061109	8.079896801	9.815169868	8.360586164	9.328212293	7.670754961	8.595486678	7.798235774	7.98429236	7.802454585	8.436200032	7.732325381	7.367582302	7.824525896	8.098885975	9.001802142	9.252460723	7.777247861	7.770392038
CSRP2	NA	7.565912675	7.505936841	7.564776765	7.27089431	7.515716684	7.584283748	7.897503754	7.627711128	6.960358027	7.030052872	7.152053139	7.360366018	7.336323898	6.592986358	6.892597443	6.957794195	5.515030626	5.339590997	6.342647219	6.244665229	7.552321415	7.562274443	6.309377159	5.498691701
CSRP3	NA	1.648658626	1.916922612	1.791759469	2.370243741	4.726502471	1.62924054	1.85629799	1.252762968	1.568615918	1.458615023	1.667706821	1.62924054	1.435084525	1.193922468	1.609437912	1.360976553	1.648658626	1.704748092	1.223775432	1.16315081	4.900076104	2.054123734	1.568615918	1.252762968
CST1	NA	2.87356464	4.33073334	1.722766598	3.407841924	6.228708223	2.708050201	3.025291076	1.791759469	2.646174797	3.899950424	1.568615918	2.753660712	4.348986781	2.054123734	1.791759469	3.605497845	5.025195445	5.844413604	6.327579577	7.039923243	5.942274303	5.256453162	5.896329352	1.974081026
CST2	NA	3.214867803	3.923951576	4.322807275	4.254193263	4.986342602	3.555348061	5.020585625	4.862135286	4.628886713	4.70682384	4.94875989	4.960744524	4.8978398	4.567468319	4.019980147	3.994524227	5.775172471	5.010635294	5.391352233	5.736572297	5.657738536	5.525054453	6.01175725	5.117993812
CST3	NA	8.177122488	8.47545411	8.771432228	8.799390249	8.31095592	8.637515223	8.241834869	9.395142184	8.099766832	8.350524487	8.334039288	7.79284426	7.756238151	8.776568378	8.293499489	8.483739815	8.057314135	7.947218939	7.980673621	8.775271361	8.467330452	9.010021837	8.318107905	8.133029587
CST4	NA	4.983606622	3.569532696	4.896346148	5.036303041	6.342649448	5.491826113	4.866764924	5.524655809	4.574710979	5.180096735	3.303216973	4.914124394	4.15261347	5.17501915	5.403127731	5.065754593	5.791488055	6.389737185	6.391917113	7.26304927	6.038586654	6.259581464	6.58160954	5.11679549
CST5	NA	4.436751534	3.010620886	4.928701911	5.285232127	4.654912278	2.694627181	4.364371699	4.857484115	3.795489189	4.783316371	4.007333185	4.390738575	4.115779843	1.945910149	4.338597077	4.133565275	4.955122584	4.228292535	4.804021045	3.068052935	3.238678452	5.054333149	4.904533763	4.662495253
CST6	NA	6.800837997	7.345171148	7.282486228	8.170015859	7.03288901	6.751452285	6.731376032	3.634951112	4.300002799	5.471429984	6.828387344	6.86171134	6.324358962	5.694405313	6.571163035	5.770817876	2.595254707	3.864931398	3.970291914	5.732693818	7.218323455	7.001336693	4.379523504	4.097672352
CST7	NA	3.269568939	3.04927304	3.877431561	3.877431561	2.917770732	3.394508394	2.879198457	5.017941869	3.925925911	4.453183829	3.284663565	5.346631227	5.836855429	4.789988623	2.960105096	4.403054002	5.118592436	6.244749255	5.405376439	6.215807379	2.827313622	5.362699625	5.498806227	4.802380355
CST8	NA	3.88567903	5.656690867	5.610935924	4.926528785	4.906015245	5.224670826	4.80811103	4.757891273	4.794136286	5.101085197	5.405376439	5.32933142	5.465102184	5.678122728	4.914858339	4.786658062	5.653190689	5.047288612	3.144152279	4.783316371	5.22359382	4.822697999	5.513428746	4.919980926
CSTA	NA	10.13198077	10.14435314	10.23766788	10.40269495	10.3008264	10.01851123	10.32618663	5.367843429	8.961147976	9.733707027	10.07615432	10.30534617	10.16517466	10.59453002	9.891106219	9.794927479	6.476356789	6.119857762	6.276455502	9.781461152	10.31152269	6.358881588	5.251225759	6.866516531
CSTB	NA	10.14636314	10.28769157	10.33671373	10.58207171	10.4199602	10.09116143	10.37380051	8.032912123	9.102231639	9.773441508	10.1919131	10.31541176	10.19414021	10.62749366	9.962873761	9.820508037	8.799209242	8.168401379	7.87959424	9.597627932	10.37875543	8.55445044	9.037901817	8.495989984
CSTF1	NA	4.924091533	4.937535551	5.369876388	4.672262088	5.079630263	5.073813372	4.678264721	4.853247957	5.281931918	4.992847036	5.008810635	5.178293459	4.784801183	5.159851336	4.767867164	4.82859206	5.574299303	6.088041715	5.281764105	4.847437704	5.233578841	5.121053741	4.876696152	5.083962334
CSTF2	NA	6.460373828	6.528396418	6.483107351	6.687233288	6.223369604	6.576330284	6.369729735	5.083265985	5.917548864	5.324472324	6.282079814	6.11853763	5.770506107	6.554218264	5.909712045	6.06657202	6.193384462	6.086547428	6.122712084	5.81263688	6.081762185	5.535758223	6.154858094	6.054439346
CSTF2T	NA	5.941707153	5.514221075	4.803524292	4.745839433	5.243971281	5.534404253	5.492618395	5.959687844	5.791249364	5.522194699	5.472443654	4.849347604	5.393219115	5.240323979	5.499981196	5.247794807	5.567403478	5.380813607	5.76453984	5.884475108	4.451841025	5.724393219	5.650451176	5.805521441
CSTF3	NA	6.785587645	6.968191648	6.308462674	6.486922694	6.270421163	6.587412264	6.704659423	6.024415647	6.572702035	6.492845712	6.579667792	6.589476533	6.346688439	6.531606225	6.408034435	6.50234017	6.664919094	6.635027498	6.516636765	6.824264968	6.24881627	6.613518438	6.387384242	7.071912865
CT62	NA	2.079441542	2.57261223	2.397895273	2.803360381	2.32238772	1.481604541	2.63188884	0.875468737	1.648658626	1.85629799	2.261763098	2.844909384	1.335001067	1.568615918	1.280933845	1.30833282	2.501435952	1.960094784	1.974081026	1.974081026	1.667706821	1.410986974	2.186051277	2.128231706
CTAG2	NA	2.762527227	2.970098784	2.534200465	3.493038253	2.77798914	3.091042453	2.31600342	2.835629641	3.296693471	3.175442858	2.946374287	2.70201391	2.246000744	3.161318525	3.084753062	3.30491715	3.606453188	2.503715082	2.984200304	2.98388041	2.329829186	2.427029727	3.738519236	3.628025104
CTAGE1	NA	4.722953222	4.352855257	4.382026635	4.795790546	4.091005661	4.02356438	4.64053733	3.725693427	4.363098625	4.191168747	4.302712828	3.992680908	4.163559631	4.220977213	4.534747722	4.290459441	4.382026635	4.653007515	4.535820108	4.232656178	4.310799125	3.696351469	4.313480092	4.119037175
CTAGE11P	NA	4.452019006	4.060443011	4.983606622	3.668676747	4.454347296	4.637637376	4.301358732	4.33073334	4.287715955	3.342861805	4.634728988	3.908014984	4.414009681	2.708050201	3.802208139	4.25561271	2.701361213	2.63188884	4.048300624	3.095577609	3.751854253	4.324132656	2.990719732	2.468099531
CTAGE5	NA	4.526330738	3.733925476	3.194020131	3.747748749	4.02229389	4.262723517	3.993694301	4.152949578	4.56827802	3.745923117	4.254334482	4.084345239	3.410771791	4.513497145	4.826401606	4.139726817	3.938897643	4.525516376	4.164576859	5.813275267	4.183316529	4.059000683	4.889255446	4.068706687
CTAGE9	NA	5.771129548	6.284693706	5.587997442	5.995954452	5.498806227	5.281679725	5.430222437	4.844187086	5.92184648	5.980909033	6.14354165	6.131009075	5.208392659	4.872139217	5.655991811	6.100094712	5.976350909	5.689345427	5.661918271	6.416078474	5.180096735	5.426710581	6.140100046	6.078100854
CTBP1	NA	7.211220435	7.242707857	7.476748888	7.416163269	7.375811922	7.253832906	7.023454092	7.277433148	7.469513574	7.279132691	7.435506741	7.2066638	7.149483939	7.568362197	7.165071064	7.388039094	7.998603534	7.831361997	7.493720478	7.520139042	7.503998785	7.032161827	7.516061226	7.340115313
CTBP2	NA	6.168380635	6.210536415	5.861304373	6.031623161	6.112979366	6.143636956	6.18571694	6.82773382	6.846363163	6.76364513	6.563820179	6.191125366	6.322315399	6.390224828	6.654611614	6.90482572	6.833665999	7.252278931	6.975536795	6.520104625	6.120509871	6.338054062	6.931634903	7.285642304
CTBS	NA	5.657621871	5.544034782	4.76406203	4.133197886	4.991080046	5.362208912	5.812498466	5.108802493	5.353554675	5.282844405	5.497375116	4.625444044	5.34004542	4.884789473	5.883813608	5.181017909	5.342154508	4.96894449	5.355982381	6.019131046	4.980243394	5.212567207	6.022070889	5.877589035
CTCF	NA	6.940125659	7.027137036	6.683360946	6.270988432	6.773995289	7.156800468	6.842576553	6.736611023	6.945340039	6.897704943	6.919782659	6.51159673	6.916120195	7.095064377	6.744412481	6.658652688	6.458808392	6.908654874	6.956069139	6.925300458	6.760993898	6.896289801	6.704169227	6.594960506
CTDNEP1	NA	6.572841827	6.96432463	7.021797995	7.307805754	6.757048662	6.529272842	6.856040843	6.644700776	6.789984743	6.617269279	6.427782119	7.216782905	6.837547384	6.886633782	6.524296251	6.903948041	8.093523379	7.170427188	6.76952716	6.999239969	6.878841269	6.528688645	7.433134484	7.061505879
CTDP1	NA	4.625952725	5.098035484	3.005682604	4.375757022	3.663561646	5.23962837	4.80729437	4.284964922	5.005287688	3.919991175	3.46260601	4.479606963	3.034952987	4.790819533	5.003946306	3.433987204	4.401829262	2.595254707	4.628886713	4.418840608	5.40222683	5.007965066	5.123368564	4.701389044
CTDSP1	NA	6.884384293	7.01247559	7.006514051	7.199005976	7.164875046	6.952059205	6.796488467	7.029884412	7.061334367	7.001336693	6.916516785	6.950623179	6.908654874	7.019475529	6.718288254	7.004246579	7.541152455	7.381813179	6.975226994	6.744412481	7.11411883	7.246225518	7.289200881	7.095395997
CTDSP2	NA	7.199794913	7.226171344	7.352418276	7.368523551	7.135268328	7.043229647	6.984522352	7.198599981	6.937634056	7.009535238	7.020091722	7.1466921	6.936572774	7.260900101	6.638963832	6.993964937	7.253178873	6.86056263	6.806593137	7.156467714	7.039045861	7.433450792	6.902169494	6.956765204
CTDSPL	NA	5.253172968	5.240713748	4.787813303	4.162230191	4.632232379	5.170686305	4.996499893	5.596434356	5.065224836	4.924836272	4.767698626	5.135075954	4.869342645	5.270315518	4.615332792	4.965409642	5.16124755	4.68188052	4.988489535	5.559501147	4.873575672	5.375571845	4.408295996	5.350134916
CTF1	NA	5.056882545	5.379897354	4.535820108	3.977810746	4.485259889	5.12812199	5.670225691	5.176714545	5.075173815	5.008633291	3.725693427	5.440250862	4.046553898	5.43590303	4.936629881	3.943521672	5.363168339	4.629862799	5.300814247	4.942356453	5.282695986	5.831295795	5.616407395	5.070161273
CTGF	NA	5.84151337	5.282187985	6.75028242	5.609838028	7.468912735	6.091988385	5.317629678	9.376422446	8.048596572	8.345027885	6.348964151	7.221543599	7.674524599	7.556584779	6.356107661	7.955635519	6.280208556	5.847594177	8.053219346	7.480710274	7.490641065	9.065245233	7.21258941	7.75700837
CTH	NA	4.202708291	4.864927667	5.147995004	4.780929422	6.006070496	4.162909794	4.48928927	4.369832258	5.241484495	4.429974962	5.815310248	3.600190058	5.363618623	4.594573689	5.563766327	5.006249	5.067664186	4.090574831	4.593536896	5.179847126	6.326501307	4.717074651	5.137438133	5.030451378
CTLA4	NA	5.410305868	5.180096735	4.915591745	5.88109149	5.416988896	4.618086411	4.757032535	3.6558396	4.500920165	4.378269586	5.387700928	4.923623917	4.86907173	4.665324109	5.10291057	4.832305759	4.979488565	4.713127327	4.845760651	4.861361591	4.361823927	4.494238625	5.027164596	4.135166557
CTNNA1	NA	6.4892344	6.643981837	6.283743911	6.060288122	6.231526483	6.425633997	6.502891356	6.063794624	6.196952525	6.323667311	6.304508869	6.369324715	6.141595468	6.479116288	6.4734008	6.344070343	6.054390913	5.89879262	6.018272891	6.19832415	6.287578833	6.207844876	5.993170961	6.18397852
CTNNA2	NA	3.18221184	2.917770732	2.251291799	4.128745989	4.257030144	3.490428515	4.177459469	4.213607983	3.303216973	3.314186005	3.292126287	4.393213824	2.541601993	4.242764567	3.430756184	3.453157121	3.242592351	4.115779843	3.214867803	3.642835516	4.062165664	3.063390922	3.970291914	3.17805383
CTNNA3	NA	3.044522438	2.965273066	3.306886702	3.777348102	3.17805383	3.117949906	2.360854001	4.147885329	2.844909384	3.250374492	2.646174797	3.122364924	2.862200881	2.379546134	2.406945108	3.144152279	3.456316681	2.442347035	2.660259537	3.000719815	3.100092289	3.063390922	4.276666119	3.015534901
CTNNAL1	NA	6.946591303	8.01763716	6.423896103	5.709433146	6.497528854	6.505036397	6.703801422	7.319666235	6.669117307	6.774566685	6.51826194	6.034524037	6.505335529	5.336576079	6.415751409	6.375706019	6.199088287	6.351757937	6.39876131	6.693943055	6.508620095	6.701591748	5.508983396	5.861071083
CTNNB1	NA	7.695166638	8.012382773	8.490438454	7.491422359	7.435791939	8.116954402	7.487061643	7.799835282	7.974016537	7.775191845	8.37110327	7.872798079	7.269477464	7.105293802	7.898596742	7.275241569	7.011935098	7.605939751	8.330044	7.708545369	7.370797232	7.01867034	7.853798969	7.595437554
CTNNBIP1	NA	6.873577827	6.879355804	6.970542267	6.623135181	6.560323202	6.887246402	6.857724345	5.750347944	5.844413604	6.003393118	6.463029457	6.118757773	6.180844468	6.89020212	6.343177199	6.534370064	5.655642099	5.615679593	5.81978615	5.561450566	6.660959199	5.751301991	5.779199114	5.224670826
CTNNBL1	NA	6.106800146	6.067499233	6.044294161	6.319328409	6.520179204	6.054204577	5.975589198	6.859824745	6.290828124	6.499335811	6.175659348	6.610696045	6.200103412	5.875773073	6.429074109	6.595917117	7.116962165	6.767573248	6.444449171	6.215207918	6.231071824	6.646520377	6.6394836	6.70674008
CTNND1	NA	8.098148192	8.069444783	7.624696361	7.51297964	7.584855069	7.945428458	7.967784584	6.62831943	7.57453765	7.473208618	7.919873656	7.628660286	7.437226974	7.932909021	7.906163445	7.701577898	7.145952211	6.678397139	7.20514541	7.516622796	7.722457635	7.126888598	7.240339079	7.505009354
CTNND2	NA	3.872217772	3.409068435	3.611910353	3.734165303	3.443893619	2.913442336	3.821722287	3.477486389	4.268061444	3.742021374	3.102278881	4.250209646	3.647935374	3.244868352	4.003578628	3.47026126	4.038141118	2.626346094	4.196485736	3.26081105	3.365449381	3.652694904	3.435338135	3.611246512
CTNS	NA	4.918975506	4.300307572	4.811363154	5.381892718	4.816077401	4.569141305	4.781424773	4.896733516	5.298754672	5.023180868	4.98379531	5.374001674	5.310811591	5.195286219	4.917848943	5.1909852	5.700147609	4.279637476	4.937868621	5.211869151	4.872323601	4.941421516	5.575182171	5.044952304
CTPS	NA	5.787204083	5.984691663	6.432779308	6.23754307	6.28915883	6.137294995	6.324000475	6.634896135	6.138806385	5.855931152	6.204557763	6.16856416	6.422922235	5.926926026	6.109025336	6.603537238	6.442380918	6.191339471	5.95661427	6.21860012	6.232448017	6.438231535	6.108580694	6.50847103
CTPS2	NA	4.955827058	4.721173862	4.827513417	5.08264583	5.307277108	5.238036436	5.051777237	5.380358077	5.857647399	5.426270731	5.049856007	5.142832464	5.493061443	5.365508616	5.396804313	4.992471323	5.689007189	6.460999316	5.410752796	5.134621274	5.18961795	5.640132448	5.814428995	5.556828062
CTR9	NA	6.267769647	6.557630266	5.766444236	5.697429001	5.878015855	6.369387152	6.563855527	6.104569993	6.43647083	6.371611847	6.678970848	6.38906548	6.134482054	5.923185706	6.688728243	6.394259427	6.042395276	6.292309606	6.800726706	6.526934002	5.828062875	6.235586505	6.346513169	6.546785411
CTRB2	NA	5.214392132	4.120661871	5.390896548	5.731397642	4.85903691	4.957234517	4.785823686	4.843399375	4.549657476	5.148656592	5.083265985	5.267342562	5.013298412	3.919991175	4.921439715	4.832305759	5.225208895	4.953712147	4.784152842	4.424846632	5.029784113	4.282206299	5.068904202	4.940927882
CTRC	NA	5.340897814	5.361292166	5.737861788	5.968451773	4.819474789	5.091908014	5.25801607	4.911183215	4.666265285	4.816241156	4.723841716	4.705920089	5.317139121	5.699439725	5.076423035	4.73532087	5.154446996	4.48863637	5.287761853	4.417635062	4.993828176	4.541164856	3.349904087	4.671893818
CTRL	NA	5.18402822	4.798266816	5.27709373	5.183467525	5.046645732	4.973279508	4.64053733	5.047288612	4.993828176	5.12812199	5.070161273	5.063227744	5.061961921	5.184588601	4.829113417	4.979488565	5.110178924	5.580484258	5.050496828	4.931592087	4.661550519	5.02322241	5.294309345	5.156753802
CTSA	NA	7.396703324	7.496208388	7.484649503	7.590195342	7.446585099	7.528009134	7.37506779	6.89121931	7.862728117	7.675128282	8.302563296	7.177247922	7.313087045	7.585839582	7.563356343	7.735214797	8.878678547	8.263667749	7.875043261	7.622027741	7.3743782	7.89416891	8.510712235	7.865456632
CTSB	NA	7.988530645	7.916820209	8.073508785	8.579294351	8.051268437	8.299543962	7.827126067	7.822859881	9.355301102	8.025152224	7.911215441	8.457744245	8.045003637	8.286511839	7.706079983	7.576488159	10.01844095	8.799363603	8.041518552	7.655140345	8.109360339	8.412898445	8.468012247	7.856803616
CTSC	NA	6.420808929	6.732568211	6.597691256	5.866751303	6.400921676	6.816626346	6.992096427	5.544786743	7.185083939	6.845879875	7.451880273	6.830226076	7.11647531	6.769756781	7.281798517	7.48251299	7.308542798	6.276455502	7.669775324	8.207429096	5.978379308	7.217296686	6.899622296	8.07411967
